HEALTH_PROTOCOL_TYPE_IDENT,ALARM_PROTOCOL_CODE,ALARM_PROTOCOL_IDENT,DESCRIPTION,LOCALIZED_DESCRIPTION,SEVERITY,ACTIVE,NAME,EXPRESSION,SEVERITY_LEVEL,CREATED_TIMESTAMP,CREATED_LOGIN_NAME,LAST_UPDATED_TIMESTAMP,LAST_UPDATED_LOGIN_NAME,ALIAS,MUTE,IGNORE_ALARM_RULE,CAN_MERGE_ALARM,MERGE_ALARM_TIME,HAS_MIN_DURATION,MIN_DURATION,IGNORE_ALARM_RULE_SEVERITIES,CAN_FILTER_VIRTUAL_ALARM,FILTER_VIRTUAL_ALARM_TIME
05EAAC07-2A3D-4E72-913A-7ACA936B9455,109-3,10120,Press(RAD FanMotorNegativeControl)High(R),NULL,I,Y,Press(RAD FanMotorNegativeControl)High(R),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,109-4,10121,Press(RAD FanMotorNegativeControl)Low(R),NULL,I,Y,Press(RAD FanMotorNegativeControl)Low(R),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,120-3,10122,Exh Temp Ckt Failed High Cylinder 1,NULL,I,Y,Exh Temp Ckt Failed High Cylinder 1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,120-4,10123,Exh Temp Ckt Failed Low Cylinder 1,NULL,I,Y,Exh Temp Ckt Failed Low Cylinder 1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,120-16,10124,High Exhaust Temp Cyl 1 (Left Engine),NULL,W,Y,High Exhaust Temp Cyl 1 (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,120-17,10125,Low Power Cylinder 1,NULL,I,Y,Low Power Cylinder 1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,121-3,10126,Exh Temp Ckt Failed High Cylinder 2,NULL,I,Y,Exh Temp Ckt Failed High Cylinder 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,121-4,10127,Exh Temp Ckt Failed Low Cylinder 2,NULL,I,Y,Exh Temp Ckt Failed Low Cylinder 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,121-16,10128,High Exhaust Temp Cyl 2 (Left Engine),NULL,W,Y,High Exhaust Temp Cyl 2 (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,121-17,10129,Low Power Cylinder 2,NULL,I,Y,Low Power Cylinder 2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,122-3,10130,Exh Temp Ckt Failed High Cylinder 3,NULL,I,Y,Exh Temp Ckt Failed High Cylinder 3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,122-4,10131,Exh Temp Ckt Failed Low Cylinder 3,NULL,I,Y,Exh Temp Ckt Failed Low Cylinder 3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,122-16,10132,High Exhaust Temp Cyl 3 (Left Engine),NULL,W,Y,High Exhaust Temp Cyl 3 (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,122-17,10133,Low Power Cylinder 3,NULL,I,Y,Low Power Cylinder 3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,123-3,10134,Exh Temp Ckt Failed High Cylinder 4,NULL,I,Y,Exh Temp Ckt Failed High Cylinder 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,123-4,10135,Exh Temp Ckt Failed Low Cylinder 4,NULL,I,Y,Exh Temp Ckt Failed Low Cylinder 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,123-16,10136,High Exhaust Temp Cyl 4 (Left Engine),NULL,W,Y,High Exhaust Temp Cyl 4 (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,123-17,10137,Low Power Cylinder 4,NULL,I,Y,Low Power Cylinder 4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,124-3,10138,Exh Temp Ckt Failed High Cylinder 5,NULL,I,Y,Exh Temp Ckt Failed High Cylinder 5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,124-4,10139,Exh Temp Ckt Failed Low Cylinder 5,NULL,I,Y,Exh Temp Ckt Failed Low Cylinder 5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,124-16,10140,High Exhaust Temp Cyl 5 (Left Engine),NULL,W,Y,High Exhaust Temp Cyl 5 (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,124-17,10141,Low Power Cylinder 5,NULL,I,Y,Low Power Cylinder 5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,125-3,10142,Exh Temp Ckt Failed High Cylinder 6,NULL,I,Y,Exh Temp Ckt Failed High Cylinder 6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,125-4,10143,Exh Temp Ckt Failed Low Cylinder 6,NULL,I,Y,Exh Temp Ckt Failed Low Cylinder 6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,125-16,10144,High Exhaust Temp Cyl 6 (Left Engine),NULL,W,Y,High Exhaust Temp Cyl 6 (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,125-17,10145,Low Power Cylinder 6,NULL,I,Y,Low Power Cylinder 6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,126-3,10146,Exh Temp Ckt Failed High Cylinder 7,NULL,I,Y,Exh Temp Ckt Failed High Cylinder 7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,126-4,10147,Exh Temp Ckt Failed Low Cylinder 7,NULL,I,Y,Exh Temp Ckt Failed Low Cylinder 7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,126-16,10148,High Exhaust Temp Cyl 7 (Left Engine),NULL,W,Y,High Exhaust Temp Cyl 7 (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,126-17,10149,Low Power Cylinder 7,NULL,I,Y,Low Power Cylinder 7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,127-3,10150,Exh Temp Ckt Failed High Cylinder 8,NULL,I,Y,Exh Temp Ckt Failed High Cylinder 8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,127-4,10151,Exh Temp Ckt Failed Low Cylinder 8,NULL,I,Y,Exh Temp Ckt Failed Low Cylinder 8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,127-16,10152,High Exhaust Temp Cyl 8 (Left Engine),NULL,W,Y,High Exhaust Temp Cyl 8 (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,127-17,10153,Low Power Cylinder 8,NULL,I,Y,Low Power Cylinder 8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,128-3,10154,Exh Temp Ckt Failed High Cylinder 9,NULL,I,Y,Exh Temp Ckt Failed High Cylinder 9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,128-4,10155,Exh Temp Ckt Failed Low Cylinder 9,NULL,I,Y,Exh Temp Ckt Failed Low Cylinder 9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,128-16,10156,High Exhaust Temp Cyl 9 (Left Engine),NULL,W,Y,High Exhaust Temp Cyl 9 (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,128-17,10157,Low Power Cylinder 9,NULL,I,Y,Low Power Cylinder 9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,129-3,10158,Exh Temp Ckt Failed High Cylinder 10,NULL,I,Y,Exh Temp Ckt Failed High Cylinder 10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,129-4,10159,Exh Temp Ckt Failed Low Cylinder 10,NULL,I,Y,Exh Temp Ckt Failed Low Cylinder 10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,129-16,10160,High Exhaust Temp Cyl 10 (Left Engine),NULL,W,Y,High Exhaust Temp Cyl 10 (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,129-17,10161,Low Power Cylinder 10,NULL,I,Y,Low Power Cylinder 10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,130-3,10162,Exh Temp Ckt Failed High Cylinder 11,NULL,I,Y,Exh Temp Ckt Failed High Cylinder 11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,130-4,10163,Exh Temp Ckt Failed Low Cylinder 11,NULL,I,Y,Exh Temp Ckt Failed Low Cylinder 11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,130-16,10164,High Exhaust Temp Cyl 11 (Left Engine),NULL,W,Y,High Exhaust Temp Cyl 11 (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,130-17,10165,Low Power Cylinder 11,NULL,I,Y,Low Power Cylinder 11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,131-3,10166,Exh Temp Ckt Failed High Cylinder 12,NULL,I,Y,Exh Temp Ckt Failed High Cylinder 12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,131-4,10167,Exh Temp Ckt Failed Low Cylinder 12,NULL,I,Y,Exh Temp Ckt Failed Low Cylinder 12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,131-16,10168,High Exhaust Temp Cyl 12 (Left Engine),NULL,W,Y,High Exhaust Temp Cyl 12 (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,131-17,10169,Low Power Cylinder 12,NULL,I,Y,Low Power Cylinder 12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,132-3,10170,Exh Temp Ckt Failed High Cylinder 13,NULL,I,Y,Exh Temp Ckt Failed High Cylinder 13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,132-4,10171,Exh Temp Ckt Failed Low Cylinder 13,NULL,I,Y,Exh Temp Ckt Failed Low Cylinder 13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,132-16,10172,High Exhaust Temp Cyl 13 (Left Engine),NULL,W,Y,High Exhaust Temp Cyl 13 (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,132-17,10173,Low Power Cylinder 13,NULL,I,Y,Low Power Cylinder 13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,133-3,10174,Exh Temp Ckt Failed High Cylinder 14,NULL,I,Y,Exh Temp Ckt Failed High Cylinder 14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,133-4,10175,Exh Temp Ckt Failed Low Cylinder 14,NULL,I,Y,Exh Temp Ckt Failed Low Cylinder 14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,133-16,10176,High Exhaust Temp Cyl 14 (Left Engine),NULL,W,Y,High Exhaust Temp Cyl 14 (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2460-15,10202,CB303_CB304 Breaker OFF,NULL,W,Y,CB303_CB304 Breaker OFF,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2461-2,10203,Connector open(DC sensor),NULL,W,Y,Connector open(DC sensor),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2462-2,10204,Connector open(VIO14),NULL,W,Y,Connector open(VIO14),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2463-2,10205,Connector open(VIO15),NULL,W,Y,Connector open(VIO15),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2464-1,10206,Control power failure(Vcc),NULL,W,Y,Control power failure(Vcc),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2465-1,10207,Control power failure(P24A),NULL,W,Y,Control power failure(P24A),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2466-0,10208,INV302(Resistors Blower) Fault,NULL,W,Y,INV302(Resistors Blower) Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2468-15,10209,Auxiliary Power Source Earth Fault,NULL,A,Y,Auxiliary Power Source Earth Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2469-17,10210,DC Current Sensor Fault (P or N),NULL,W,Y,DC Current Sensor Fault (P or N),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2473-0,10211,Main Field Regulator Overload,NULL,A,Y,Main Field Regulator Overload,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2474-0,10212,REC Fault,NULL,A,Y,REC Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2498-15,10213,Motor R Speed FB open or Drive Limit,NULL,W,Y,Motor R Speed FB open or Drive Limit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2499-15,10214,Motor L Speed FB open or Drive Limit,NULL,W,Y,Motor L Speed FB open or Drive Limit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2502-0,10215,Offset error (CPU2),NULL,W,Y,Offset error (CPU2),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2503-0,10216,Offset error (CPU3),NULL,W,Y,Offset error (CPU3),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2504-0,10217,Offset error (CPU4),NULL,W,Y,Offset error (CPU4),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2511-0,10218,Control power over voltage(P24A),NULL,W,Y,Control power over voltage(P24A),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2512-1,10219,Control power failure(P24C),NULL,W,Y,Control power failure(P24C),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2513-1,10220,Control power failure(P12C_N12C),NULL,W,Y,Control power failure(P12C_N12C),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2514-1,10221,Control power failure(P12B_N12B),NULL,W,Y,Control power failure(P12B_N12B),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2517-1,10222,Drive power failure(INV-R),NULL,W,Y,Drive power failure(INV-R),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2518-1,10223,Drive power failure(INV-L),NULL,W,Y,Drive power failure(INV-L),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2520-1,10224,CTT302 Closing Fault,NULL,W,Y,CTT302 Closing Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2521-12,10225,CPU1 Execution Fault,NULL,W,Y,CPU1 Execution Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2522-12,10226,CPU2 Execution Fault,NULL,A,Y,CPU2 Execution Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2523-12,10227,CPU3 Execution Fault,NULL,A,Y,CPU3 Execution Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2524-12,10228,CPU4 Execution Fault,NULL,A,Y,CPU4 Execution Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,2525-12,10229,VDC07 Execution Fault,NULL,W,Y,VDC07 Execution Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,3439-12,10230,Parameter Error,NULL,W,Y,Parameter Error,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,3440-12,10231,Parameter Incomplete,NULL,A,Y,Parameter Incomplete,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,3511-9,10232,CCU Response Fault (CCU <=> DSC),NULL,W,Y,CCU Response Fault (CCU <=> DSC),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,3512-15,10233,Drive Shut Down,NULL,I,Y,Drive Shut Down,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,3513-15,10234,Single Drive Mode (R),NULL,I,Y,Single Drive Mode (R),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,3513-17,10235,Single Drive Mode (L),NULL,I,Y,Single Drive Mode (L),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,3514-2,10236,Engine Speed Sensor Error (DSC),NULL,W,Y,Engine Speed Sensor Error (DSC),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,3515-15,10237,Keep Idle,NULL,I,Y,Keep Idle,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,3517-0,10238,AC drive system maintenance required,NULL,I,Y,AC drive system maintenance required,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,3518-1,10239,AC drive maintenance SW,NULL,I,Y,AC drive maintenance SW,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,3531-0,10240,Connector open(HDM60),NULL,A,Y,Connector open(HDM60),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,3532-0,10241,Control power failure(HDM60),NULL,A,Y,Control power failure(HDM60),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,4400-12,10242,Autolubrication system error,NULL,W,Y,Autolubrication system error,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,4401-18,10243,Hydraulic oil level low,NULL,A,Y,Hydraulic oil level low,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5405-0,10244,Trolley Mode Switching Fault,NULL,A,Y,Trolley Mode Switching Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5405-1,10245,Diesel Mode Switching Fault,NULL,A,Y,Diesel Mode Switching Fault,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
BF397E5F-707B-4C5B-B34E-342AFDD45D05,5405-2,10246,Trolley System Maintenance Required,NULL,A,Y,Trolley System Maintenance Required,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
